,"Consumer Price Index for All Urban Consumers (CPI-U): U.S. city average, by expenditure category, December 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Nov.
2013",Unadjusted indexes,,,,,,,,,,,,,Seasonally adjusted indexes,,,,,,,,,,,,,Unadjusted percent change,,,,Seasonally adjusted percent change,,,One Month,,,,Twelve Month,,,
,,,"Dec.
2012","Jan.
2013","Feb.
2013","Mar.
2013","Apr.
2013","May
2013","Jun.
2013","Jul.
2013","Aug.
2013","Sep.
2013","Oct.
2013","Nov.
2013","Dec.
2013","Dec.
2012","Jan.
2013","Feb.
2013","Mar.
2013","Apr.
2013","May
2013","Jun.
2013","Jul.
2013","Aug.
2013","Sep.
2013","Oct.
2013","Nov.
2013","Dec.
2013","Dec.
2012-
Dec.
2013","Sep.
2013-
Oct.
2013","Oct.
2013-
Nov.
2013","Nov.
2013-
Dec.
2013","Sep.
2013-
Oct.
2013","Oct.
2013-
Nov.
2013","Nov.
2013-
Dec.
2013","Seasonally adjusted effect on All Items
Nov. 2013-
Dec. 2013(1)","Standard error, median price change(2)",Largest (L) or Smallest (S) seasonally adjusted change since:(3),,"Unadjusted effect on All Items
Dec. 2012-
Dec. 2013(1)","Standard error, median price change(2)",Largest (L) or Smallest (S) unadjusted change since:(3),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,Percent change,,,Date,Percent change
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,All items,100.000,229.601,230.280,232.166,232.773,232.531,232.945,233.504,233.596,233.877,234.149,233.546,233.069,233.049,231.137,231.198,232.770,232.340,231.485,231.831,232.944,233.318,233.526,233.947,233.808,233.887,234.582,1.5,-0.3,-0.2,0.0,-0.1,0.0,0.3,,0.04,L-Jun. 2013,0.5,,0.08,L-Aug. 2013,1.5
1,Food,14.233,235.390,236.341,236.301,236.332,236.841,236.526,236.792,237.001,237.406,237.522,237.871,237.641,237.869,235.740,235.854,236.084,236.196,236.663,236.412,236.840,237.193,237.497,237.585,237.844,238.096,238.220,1.1,0.1,-0.1,0.1,0.1,0.1,0.1,0.007,0.08,–,–,0.151,0.14,S-Aug. 2010,1.0
2,Food at home,8.497,232.901,234.240,234.033,233.777,234.082,233.302,233.499,233.591,233.999,234.045,234.418,233.639,233.802,233.478,233.438,233.676,233.553,233.790,233.114,233.579,233.908,234.149,234.150,234.374,234.390,234.381,0.4,0.2,-0.3,0.1,0.1,0.0,0.0,0.000,0.12,–,–,0.033,0.18,S-Jun. 2010,0.2
3,Cereals and bakery products,1.220,268.057,269.078,269.304,269.504,271.388,271.041,271.716,271.279,271.285,270.894,270.303,269.750,269.267,269.123,269.480,268.917,269.485,271.200,270.096,271.128,270.422,271.107,271.567,270.498,270.570,270.338,0.5,-0.2,-0.2,-0.2,-0.4,0.0,-0.1,-0.001,0.30,S-Oct. 2013,-0.4,0.006,0.42,S-Dec. 2010,-0.2
4,Cereals and cereal products,0.464,231.829,231.286,232.913,231.326,232.455,234.095,234.768,234.717,233.053,231.881,232.665,232.021,231.100,232.500,231.332,232.936,231.685,232.483,233.114,234.527,233.396,232.007,232.253,234.284,232.640,231.769,-0.3,0.3,-0.3,-0.4,0.9,-0.7,-0.4,-0.002,0.45,L-Oct. 2013,0.9,-0.001,0.60,S-May 2013,-0.4
5,Flour and prepared flour mixes,0.049,248.703,257.057,254.453,251.631,256.866,258.791,257.779,258.292,257.241,252.058,247.184,239.034,242.265,257.003,254.878,252.712,250.733,257.530,256.452,254.451,253.595,253.837,250.505,248.996,248.035,250.351,-2.6,-1.9,-3.3,1.4,-0.6,-0.4,0.9,0.000,0.73,L-Apr. 2013,2.7,-0.001,1.21,S-Oct. 2010,-3.0
5,Breakfast cereal(4),0.286,227.388,225.185,227.946,226.143,227.522,228.125,229.826,229.620,227.573,227.447,227.236,228.502,227.894,227.388,225.185,227.946,226.143,227.522,228.125,229.826,229.620,227.573,227.447,227.236,228.502,227.894,0.2,-0.1,0.6,-0.3,-0.1,0.6,-0.3,-0.001,0.65,S-Aug. 2013,-0.9,0.001,0.83,L-Oct. 2013,0.4
